,Name,Location,Difficulty,Number of reviews,Distance in miles,Elevation Gain in feet,Route Type,Rating,backpacking,bird watching,camping,cross country skiing,fishing,hiking,horseback riding,mountain biking,nature trips,off road driving,paddle sports,road biking,rock climbing,scenic driving,skiing,snowshoeing,surfing,trail running,walking,beach,cave,city walk,forest,historic site,hot springs,lake,rocky,rails trails,river,views,waterfall,wild flowers,wildlife,dog friendly,kid friendly,partially paved,stroller friendly,wheelchair friendly,no shade,snow,no dogs,dogs on leash,bugs,over grown,scramble,washed out,blowdown,muddy,bridge out,paved,off trail,closed
1778,Zinfandel Trail,Picchetti Ranch Open Space Preserve,2,42,4.9,869,1,4.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1779,San Luis Rey Bike Path,"Oceanside, California",1,56,8.8,82,3,4.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1780,"Burton Creek State Park Road, Purple Trail and Burton Creek Loop",Burton Creek State Park,2,59,3.9,505,2,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1781,Half-a-Canoe Trail,Lake Sonoma Recreation Area,2,40,4.8,967,2,4.4,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1782,Terminal Geyser & Boiling Springs Lake,Lassen Volcanic National Park,2,22,5.7,"1,105",2,4.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1783,Sulphur Pots Camp,Los Padres National Forest,2,16,7.7,"1,437",1,3.9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
1784,Little Canyon and Gilman Peak Loop,Chino Hills State Park,2,43,6.1,"1,217",2,4.2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1785,"PG&E, Wilcat Loop, Lower Meadow Trail",Rancho San Antonio County Park,2,20,4.1,603,2,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,Rim of the World Scenic Byway: San Bernardino to Redlands,San Bernardino National Forest,1,19,87.8,"13,149",3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,"Ridge Trail, Peters Creek, and Canyon Trail Loop",Skyline Ridge Open Space Preserve,3,26,15.0,"2,477",2,4.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1788,Battery Spencer Trail,Golden Gate National Recreation Area,1,33,0.5,36,2,4.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1789,Presidio Bay Area Ridge Trail,Presidio of San Francisco,1,28,2.6,164,1,4.5,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1790,Mount Hollywood and Mount Bell Trail,Griffith Park,2,33,6.4,"1,509",2,4.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1791,Parma Park Trail,Parma Park,2,53,3.3,688,2,4.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,Pleasants Peak via North Main Divide Traverse,Limestone Canyon Regional Park,3,7,12.3,"3,267",3,4.9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1793,Stoney Point via North End,Stoney Point Park,2,58,1.9,406,1,3.9,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1794,Buckeye Trail to Villa Creek,Silver Peak Wilderness,3,17,11.0,"3,697",1,4.5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1795,Henninger Flat via Eaton Canyon,Eaton Canyon Natural Area Park,2,18,7.3,"1,568",1,4.4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1796,East Las Virgines Canyon Trail,Upper Las Virgenes Canyon Open Space Preserve,1,34,6.3,580,1,3.8,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1797,Morena Butte Trail,Lake Morena County Park,3,32,5.4,"1,190",1,4.4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1798,Wolverton to Panther Gap to Mehrten Meadow,Sequoia-Kings Canyon Wilderness,2,24,7.4,"1,932",1,4.7,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1799,Coyote and Hogans Trail,"Valley Springs, California",1,25,9.1,374,1,3.9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1800,Rancho Carrillo Loop Trail,Carrilllo Ranch Park,1,53,1.8,150,2,3.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1801,Mount Lee via Canyon Drive,Griffith Park,2,16,6.1,"1,190",1,4.6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1802,Scripps Coastal Reserve Biodiversity Trail Loop,Scripps Coastal Reserve,1,35,0.5,29,2,4.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1803,Castle Rock Stage Road Trail,Diabio Foothils Regional Park,1,36,2.9,475,1,4.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,San Juan Bautista De Anza Trail,"San Juan Bautista, California",2,50,5.2,833,1,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1805,Mt. El Sombroso via Woods Trail,Sierra Azul Open Space Preserve,2,36,11.6,"2,103",1,4.2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1806,William Heise Desert View and Canyon Oak Loop Trail,William Heise County Park,2,54,2.6,731,2,4.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1807,PCT: CA Section O - Burney Falls State Park to Highway 5 (Castle Crags),McArthur-Burney Falls Memorial State Park,2,5,78.2,"13,631",3,5.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1808,Hawk Hill and Battery Construction 129 Overlook,Golden Gate National Recreation Area,1,21,0.7,104,2,4.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1809,Viejas Mountain Trail - South Approach,Cleveland National Forest,3,46,4.8,"2,030",1,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1810,Hume Lake Loop,Giant Sequoia National Monument,1,35,2.8,157,2,4.1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1811,Briones Regional Park Loop from Bear Creek Trail Head,Briones Regional Park,2,34,6.6,"1,167",2,4.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1812,San Gabriel Mountains: Mount Zion Loop Trail,Angeles National Forest,3,10,10.9,"4,294",2,3.9,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1813,The Pohono Trail from Inspiration Point,Yosemite National Park,3,18,22.5,"6,354",2,4.9,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1815,"Clarkia, Sunset, Live Oak and Serpentine Loop",Edgewood Park and Nature Preserve,1,56,2.9,436,2,3.9,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1816,Lake Ilsanjo Buick Meadow Loop via Canyon Trail,Annadel State Park,2,44,13.1,"1,584",2,4.5,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1817,Black Mountain via Service Road,Black Mountain Open Space,2,43,3.7,748,1,4.2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1818,Blithedale Ridge Trail,Blithedale Summit Open Space Preserve,2,29,4.8,"1,128",1,4.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1819,North Peak Loop via Donner Canyon,Mount Diablo State Park,3,38,9.7,"3,221",2,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1820,Corona Heights Trail,Corona Heights Park,1,46,0.6,114,2,4.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1821,South Fork to Dollar Lake Trail,San Gorgonio Wilderness,3,34,11.3,"2,900",1,4.2,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1822,Sky High Lakes and Marble Mountain Rim,Klamath National Forest,2,21,13.1,"2,798",1,4.5,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1823,Penitencia Creek Trail and North Rim Trail Loop,Alum Rock Park,2,33,3.6,442,2,4.2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1824,Potrero John Creek Trail,Los Padres National Forest,2,50,5.1,977,1,3.9,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1825,Coastal Trail and Coastal Fire Road Loop,Muir Woods National Monument,2,18,4.2,"1,171",2,4.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1826,Redbud Trail to Baton Flat,Cache Creek Wilderness,2,32,6.0,"1,026",1,4.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1827,Lake George to Deer Lakes,Inyo National Forest,2,15,10.3,"2,936",1,4.3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1828,No Name Ridge and Morro Ridge Road Loop,Crystal Cove State Park,2,26,9.7,"1,719",2,4.6,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1829,Mineral King Loop,Sequoia National Park,3,4,37.5,"11,148",2,5.0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1830,Paramount Ranch Loop,Paramount Ranch,1,40,2.1,203,2,4.1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1831,Fern Canyon Trail to Vandeventer Trail Loop,Agua Caliente Band of Cahuilla Indians Reservation,2,31,6.0,951,2,4.5,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1832,Indian Canyon West Fork Trail,Agua Caliente Band of Cahuilla Indians Reservation,3,36,5.4,"1,581",1,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
1833,Park Ridge Trail Panoramic Point to Park Ridge Fire Lookout,Kings Canyon National Park,2,33,4.9,"1,049",1,4.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1834,Vista to Valley View to Sky Trail,Heintz Open Space Preserve,2,45,3.6,"1,030",1,4.1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1835,Sunday Peak Trail,Sequoia National Forest,2,26,3.0,"1,069",1,4.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,Abrigo Valley Trail to Mott Peak Trail Loop,Briones Regional Park,2,32,4.3,695,2,4.3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1837,"Vernal, Nevada, and Illilouette Fall Route",Yosemite National Park,3,8,11.8,"4,235",1,4.6,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1838,Little Yosemite via Canyon View Trail,"Sunol, California",2,35,3.0,613,1,4.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1839,Coyote Ridge Trail,Coyote Lake Harvey Bear Ranch County Park,2,43,4.1,564,1,4.1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1840,Dipsea Trail from Mill Valley Trailhead,Muir Woods National Monument,2,35,7.5,"1,912",3,4.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,Mt. Hillyer Trail from Horse Flats Campground,San Gabriel Mountains National Monument,1,25,3.2,557,1,4.3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1842,Laguna Bowl Road to Boat Road,Laguna Coast Wilderness Park,2,34,5.9,"1,318",1,4.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1843,Ryan Ranch Trail,Joshua Tree National Park,1,25,1.5,134,2,4.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1844,Sequoia Bayview and Big Trees Loop,Joaquin Miller Park,1,38,1.7,209,2,4.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1845,Butte Lake-Snag Lake-Cinder Cone Loop,Lassen Volcanic National Park,3,14,12.4,"2,073",2,4.8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
1846,Autumn Ridge Trail,Lang Ranch Open Space,1,43,2.9,554,2,4.5,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1847,Upper Bidwell Trail,Bidwell Park,2,48,10.2,"1,102",2,4.0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1848,El Cajon Mountain South Ridge,Cleveland National Forest,3,30,6.0,"3,159",1,4.3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1849,Native Oak Trail to Coyote Trail Loop,"Hacienda Heights, California",2,38,4.7,"1,167",2,4.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,"Jones, Manzanita, Wolverine Loop Trail",St. Joseph's Hill Open Space Preserve,1,38,3.2,705,2,4.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,Prime Desert Woodland,"Lancaster, California",1,70,1.9,22,2,4.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1852,Pleasanton Ridge to Shady Creek to Bay Leaf Trail,Pleasanton Ridge Regional Park,3,24,14.0,"2,463",2,4.4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,"PCT: Bucks Summit, Spanish Peak and Bucks Lake Loop",Bucks Lake Wilderness,2,11,17.9,"2,874",2,4.3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,Saddleback Butte Trail,Saddleback Butte State Park,1,49,3.8,980,1,4.2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1855,Mary Bowerman Trail,Mount Diablo State Park,1,29,0.8,45,2,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1856,Knott Grove Trail,Los Penasquitos Canyon Preserve,1,36,3.0,137,1,4.2,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1857,"Marincello, Miwok, and Old Springs Loop Trail","Mill Valley, California",2,27,3.6,813,2,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1858,Wiashal Trail Loop to Cole Canyon,Cole Canyon Natural Park,2,35,1.7,232,2,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1859,Craig Park Walkabout Trail,Craig Regional Park,1,52,2.6,170,2,4.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1860,Crescent Meadow Loop Trail,Sequoia National Park,1,18,1.7,157,2,4.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1861,Eagle Peak Trail via Three Sisters Falls Trail,Cleveland National Forest,2,47,4.2,931,1,3.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
1862,The Domelands Trail,Coyote Mountains Wilderness,2,39,7.5,"1,299",2,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1863,Schulman Grove Discovery Trail,Inyo National Forest,1,28,0.9,265,2,4.7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,Mill Creek Angelus Oaks Bypass OHV Route,San Bernardino National Forest,1,35,11.0,"3,188",3,4.6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,No Name Ridge Trail to Mach One Trail Loop,Crystal Cove State Park,2,11,5.7,"1,053",2,4.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1866,Castaic Lake Trail Loop via West Launch Ramp,Castaic Lake State Recreation Area,2,42,6.3,"1,328",2,3.8,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
