Index,Name,Difficulty,Number of reviews,Location
#4340,Moonlight Canyon,EASY,18,"Agua Caliente County Park
"
#4341,Purisma Creek Trail to Skyline Blvd,HARD,13,"Purisima Creek Redwoods Open Space Preserve
"
#4342,Fairmount Park Extended,EASY,14,"Fairmount Park
"
#4343,Olema Valley Trail,HARD,9,"Point Reyes National Seashore
"
#4344,Antioch Marina and Dow Wetlands Preserve Loop,EASY,20,"Dow Wetlands Preserve
"
#4345,Bear Hill and Moro Rock,MODERATE,8,"Sequoia-Kings Canyon Wilderness
"
#4346,Goler Canyon OHV Road,MODERATE,5,"Death Valley National Park
"
#4347,Blind Canyon Trail,HARD,17,"Sand to Snow National Monument
"
#4348,Honeymoon Lake Trail,HARD,6,"Inyo National Forest
"
#4349,Tuolumne River Parkway,EASY,23,"Waterford, California
"
#4350,Felicita Park Loop,EASY,25,"Felicita County Park
"
#4351,Y Meadow Lake and Chewing Gum Lake Loop,MODERATE,4,"Emigrant Wilderness
"
#4352,NoHo Arts District Trail,EASY,25,"North Hollywood Park
"
#4353,Wrightwood to Mount San Antonio via the North Backbone,HARD,11,"San Bernardino National Forest
"
#4354,Dunn Trail,MODERATE,9,"Redwood Regional Park
"
#4355,Butler Abrams Trail,EASY,18,"Rancho Mirage, California
"
#4356,Crespi Trail,EASY,17,"Morro Bay State Park
"
#4357,Ubeheh Crater Path,EASY,10,"Death Valley National Park
"
#4358,Hill Canyon Trail to Hawk Canyon,EASY,15,"Conejo Canyons Open Space
"
#4359,"Rogue Valley, Chamise, and Mora Trail Loop",MODERATE,8,"Rancho San Antonio County Park
"
#4360,Glendora Mountain Road Mountain Biking Trail,MODERATE,10,"Angeles National Forest
"
#4361,Tour of Fort Ross State Historic Park,EASY,16,"Fort Ross State Historic Park
"
#4362,Aptos Rancho Trail,MODERATE,17,"The Forest of Nisene Marks State Park
"
#4363,East Shore Trail,MODERATE,14,"Del Valle Regional Park
"
#4364,Timberhill Park Trail,MODERATE,15,"Timberhill Park
"
#4365,Spitler Peak Trail,HARD,16,"San Jacinto Wilderness
"
#4366,Traylor Ranch Nature Reserve and Bird Sanctuary Loop Trail,EASY,16,"Penryn, California
"
#4367,Back Ranch Meadows,EASY,15,"China Camp State Park
"
#4368,Iverson Trail To Tiptoe Falls,EASY,16,"Portola Redwoods State Park
"
#4369,Engelmann Oak Loop Trail,EASY,10,"Sylvan Meadows
"
#4370,Pacheco Falls Loop via Coyote Creek/Hunting Hollow,HARD,9,"Henry W. Coe State Park
"
#4371,"Albertson, Meadow Vista, Sunrise and Autumn Ridge Loop",MODERATE,13,"Lang Ranch Open Space
"
#4372,Trippet Ranch to Mulholland Drive Loop,MODERATE,8,"Summit Valley Edmund D Edelman Park
"
#4373,Mill Creek Horse Trail,HARD,13,"Redwood National Park
"
#4374,Point Reyes Hostel to the Coastal Trail and Arch Rock,MODERATE,7,"Point Reyes National Seashore
"
#4375,Loch Leven to Angelus Oaks,MODERATE,21,"San Bernardino National Forest
"
#4376,Pine Trail,EASY,15,"Henry Cowell Redwoods State Park
"
#4377,Cathedral Lakes to Clouds Rest to Yosemite Valley,MODERATE,3,"Yosemite National Park
"
#4378,Yosemite Falls Trail to North Dome,HARD,5,"Yosemite National Park
"
#4379,Old Homestead Loop Trail,MODERATE,24,"Black Diamond Mines Regional Park
"
#4380,Wright Mountain via Acorn Trail,MODERATE,18,"Sheep Mountain Wilderness
"
#4381,Tucker Trail,MODERATE,15,"Mount Tamalpais Watershed
"
#4382,Bark Park Trail and New Millenium Loop Trail,MODERATE,14,"Calabasas, California
"
#4383,Twin Peaks: Eureka Peak and Noe Peak,MODERATE,10,"Twin Peaks Park
"
#4384,"Alambique, Meadow, Redwood and Bear Gulch Trail Loop",MODERATE,16,"Wunderlich County Park
"
#4385,Rocky Canyon Trail,MODERATE,27,"Atascadero, California
"
#4386,Table Mountain via Long Ridge,MODERATE,4,"Upper Stevens Creek County Park
"
#4387,Ponderosa Loop Trail,EASY,16,"Henry W. Coe State Park
"
#4388,Almaden Lake,EASY,17,"Almaden Lake Park
"
#4389,Carson Pass to Echo Summit,HARD,11,"Lake Tahoe Basin Management Unit
"
#4390,Glacier Point to Half Dome,HARD,7,"Yosemite National Park
"
#4391,East Shore Trail,EASY,14,"Del Valle Regional Park
"
#4392,Big Horn Mine from Grassy Hollow,MODERATE,7,"Angeles National Forest
"
#4393,Mule Canyon OHV Road,EASY,13,"Newberry Springs, California
"
#4394,Mendoza and Coyote Ridge Trail,MODERATE,21,"Coyote Lake Harvey Bear Ranch County Park
"
#4395,Richards Fire Road,EASY,15,"Huddart Park
"
#4396,Circle X Ranch Canyon View Loop,MODERATE,11,"Santa Monica Mountains National Recreation Area
"
#4397,Upper Crystal Springs Reservoir,EASY,16,"San Francisco Peninsula Watershed
"
#4398,Eagle Peak and Mitchell Rock via Oak Road to Back Creek Loop,HARD,16,"Mount Diablo State Park
"
#4399,South Lake Trail via Old Skaggs Road,MODERATE,6,"Lake Sonoma Recreation Area
"
#4400,Angeles Crest Loop,HARD,9,"Angeles National Forest
"
#4401,Echo Summit Via Hawley Grade National Recreation Trail,EASY,3,"Lake Tahoe Basin Management Unit
"
#4402,Saddle to Ski Run Trail,MODERATE,9,"Van Sickle Bi-State Park
"
#4403,Pine Falls via Pine Ridge Trail,HARD,7,"Ventana Wilderness
"
#4404,Ridge Top Loop,MODERATE,12,"Shell Ridge Open Space
"
#4405,Trout and Willow Meadows,HARD,4,"Golden Trout Wilderness
"
#4406,Chews Ridge: Los Padres Dam to China Camp,HARD,6,"Ventana Wilderness
"
#4407,Portola Trail Loop,EASY,21,"Elysian Park
"
#4408,East San Francisco Bay: Aquatic Park Loop,EASY,19,"Cesar E Chavez Park
"
#4409,Old Finley Road Loop,MODERATE,18,"Mount Diablo State Park
"
#4410,Burnside Lake Via Grover Hot Springs,MODERATE,9,"Humboldt-Toiyabe National Forest
"
#4411,South Coyote Canyon OHV Trail,HARD,10,"Anza-Borrego Desert State Park
"
#4412,Crystal Lake and Windy Gap Trail,HARD,5,"Angeles National Forest
"
#4413,Miwok and Coastal Trail Loop,MODERATE,7,"Golden Gate National Recreation Area
"
#4414,West Ridge Trail,HARD,6,"Henry Cowell Redwoods State Park
"
#4415,Last Chance California Coastal Trail,MODERATE,12,"Redwood National Park
"
#4416,Rancho Canada Del Oro via Serpentine Loop Trail,MODERATE,10,"Rancho Cañada del Oro Open Space Preserve
"
#4417,"Rattlesnake, Zote's Cutacross to Jack's Hat Trail",MODERATE,21,"Portuguese Bend Reserve
"
#4418,Industry Trail,EASY,15,"Industry Hills Rec Center
"
#4419,Nimitz Way to Laurel Canyon and Meadows Canyon,MODERATE,13,"Tilden Regional Park
"
#4420,Conejo Well and Eagle Mountains Trail,MODERATE,7,"Joshua Tree National Park
"
#4421,Hardrock Trail Loop,MODERATE,13,"Empire Mine State Historic Park
"
#4422,Cascade Falls via Canyon Road Trail,EASY,12,"Cascade Canyon Preserve
"
#4423,"The Fire Road, Deer Canyon and Tunnel Trail 4 Loop",EASY,19,"Del Mar Mesa Preserve
"
#4424,Sunol Regional Wilderness Loop,HARD,15,"Sunol Regional Wilderness
"
#4425,Cedar Loop,EASY,20,"William Heise County Park
"
#4426,Sonora Pass Scenic Drive: Sonora to US 395,MODERATE,6,"Stanislaus National Forest
"
#4427,Big Bald Rock Extended Loop,MODERATE,10,"Plumas National Forest
"
#4428,Pacific Crest Trail: Whitewater Preserve to Stone House,HARD,13,"San Gorgonio Wilderness
"
#4429,Marshall Beach Trail,MODERATE,8,"Point Reyes National Seashore
"
#4430,Sacramento River Parkway Trail,EASY,16,"West Sacramento, California
"
#4431,Quail Red Hill Bayview Loop,EASY,10,"Coyote Hills Regional Park
"
#4432,Murietta Canyon Trail to Murietta Divide Trail,MODERATE,15,"Los Padres National Forest
"
#4433,Lost Trail,MODERATE,13,"Windy Hill Open Space
"
#4434,Claremont Mesa to Visitor's Center Loop,MODERATE,13,"Mission Trails Regional Park
"
#4435,Terri Peak,MODERATE,19,"Lake Perris State Recreation Area
"
#4436,Oakmont Trail Loop,MODERATE,14,"Oakmont Park
"
#4437,Johnson Ranch to Filipponi Trail,EASY,9,"Johnson Ranch Open Space
"
#4438,Menifee Cross and Marine Flag,MODERATE,12,"Aldergate Park
"
#4439,Mount Gould Trail,HARD,7,"Kings Canyon National Park
"
#4440,Lake Nacimiento Shoreline Trail,MODERATE,10,"Paso Robles, California
"
#4441,"San Pablo Ridge, Mezue, Belgium and Wildcat Creek Loop via Clark Boas Trail",HARD,17,"Wildcat Canyon Regional Park
"
#4442,Brooklyn Mine OHV Trail,MODERATE,8,"Joshua Tree National Park
"
#4443,Caballero Canyon to San Vicente Mountain,MODERATE,9,"Topanga State Park
"
#4444,Feely Lake and Round Lake,MODERATE,7,"Tahoe National Forest
"
#4445,Lafayette Moraga Regional Trail via Olympic Boulevard,MODERATE,14,"Lafayette, California
"
#4446,Slacker Hill via Morning Sun and SCA Trail,MODERATE,6,"Golden Gate National Recreation Area
"
#4447,Mitchell Rock Trail to Counter Pines Trail,MODERATE,9,"Mount Diablo State Park
"
#4448,Silver Strand Beach to La Janella Park Trail,EASY,9,"Silver Strand State Beach
"
#4449,Yaqui Well Nature Trail,EASY,16,"Anza-Borrego Desert State Park
"
#4450,Temescal Canyon Road to the Beach,MODERATE,8,"Topanga State Park
"
#4451,Verdi Trail Loop,HARD,13,"Tahoe National Forest
"
#4452,"McKinney, Lily & Miller Lakes Trail",MODERATE,7,"Lake Tahoe Basin Management Unit
"
#4453,Lookout Point Trail,MODERATE,10,"Yosemite National Park
"
#4454,Nacimiento-Fergusson Road,HARD,9,"Los Padres National Forest
"
#4455,Mallard Slough Trail,EASY,26,"Don Edwards San Francisco Bay National Wildlife Refuge
"
#4456,Racetrack Valley OHV Road,MODERATE,11,"Death Valley National Park
"
#4457,Pines to Palms Scenic Byway,EASY,12,"Santa Rosa and San Jacinto Mountains National Monument
"
#4458,Fourth of July Lake Loop,HARD,9,"Mokelumne Wilderness
"
#4459,Sweet Springs Nature Preserve Loop,EASY,13,"Sweet Springs Nature Preserve
"
#4460,Cougar Ridge Trail to Engelmann Oak Trail Loop,MODERATE,8,"Daley Ranch
"
#4461,Santa Cruz and Capitola Beach Ride,MODERATE,9,"Wilder Ranch State Park
"
#4462,Overlook Trail to McWay Falls [CLOSED],EASY,223,"Julia Pfeiffer Burns State Park
"
#4463,Middle Trail,EASY,14,"Bidwell Park
"
#4464,Santa Barbara Botanic Garden,EASY,20,"Santa Barbara Botanic Gardens
"
#4465,Bay to Breakers Course Route,MODERATE,10,"San Francisco, California
"
#4466,Smugglers Cave Trail,MODERATE,9,"Jacumba, California
"
#4467,San Diego Creek Trail,MODERATE,19,"Windrow Community Park
"
#4468,Morena Lake Trail,EASY,15,"Lake Morena County Park
"
#4469,Idlehour Trail,HARD,6,"Angeles National Forest
"
#4470,Pierce Canyon Falls,MODERATE,19,"Guinda, California
"
#4471,Upper Salmon Lake,EASY,4,"Tahoe National Forest
"
#4472,Courdet Trail and Schuhart Trail,MODERATE,19,"Pleasanton Ridge Regional Park
"
#4473,Elsmere Canyon 6 Mile Loop,MODERATE,20,"Santa Clarita, California
"
#4474,Donlan Point via Calaveras Ridge Regional Trail,EASY,16,"Dublin Hills Regional Park
"
#4475,Sunset Trail to Big Laguna Loop,MODERATE,9,"Cleveland National Forest
"
#4476,West Fork North Trail,HARD,15,"Agua Caliente Band of Cahuilla Indians Reservation
"
#4477,"Wood Canyon, Car Wreck, Top of the World, West Ridge",HARD,10,"Aliso and Wood Canyons Wilderness Park
"
#4478,Fremont Peak Loop,MODERATE,14,"Fremont Peak State Park
"
#4479,Bear Springs Loop,HARD,4,"Henry W. Coe State Park
"
#4480,"Gianelli Trail to Chewing Gum Lake, Leopold Lake, Deer Lake and Gem Lake",HARD,6,"Stanislaus National Forest
"
#4481,Bird Spring Pass to Skinner Peak,MODERATE,9,"Sequoia National Forest
"
#4482,San Pablo Reservoir Road Biking Loop,MODERATE,8,"Orinda, California
"
#4483,Presidio Park Loop,EASY,27,"Presidio Community Park
"
#4484,Death Valley West Side OHV Road,EASY,5,"Death Valley National Park
"
#4485,Boulder Creek Lakes and Forbidden Lakes,HARD,5,"Shasta-Trinity National Forest
"
#4486,"Convict Lake, Mildred Lake, Lake Dorthy, and Bighorn Lake",HARD,11,"Inyo National Forest
"
#4487,Heaton Flat Trail to Bonita Peak,HARD,8,"Angeles National Forest
"
#4488,Bootjack and Easy Grade Loop,EASY,15,"Mount Tamalpais State Park
"
#4489,Muir Pass via Bishop Pass,HARD,4,"Inyo National Forest
"
#4490,Echo Lake to Emerald Bay via Pacific Crest Trail,HARD,6,"Desolation Wilderness
"
#4491,Independence Lake Trail,MODERATE,12,"Sierraville, California
"
#4492,Gordon Mill to Timberview to Virginia Mill and Lawrence Creek Loop,HARD,9,"El Corte De Madera Creek Open Space Preserve
"
#4493,Grey Lodge Loop,EASY,16,"Grey Lodge Waterfowl Management Area
"
#4494,Terra Linda Divide Trail,MODERATE,10,"Lucas Valley Preserve
"
#4495,Sunset Hills Loop from Erbes Road Trailhead,EASY,21,"Sunset Hills Open Space
"
#4496,Cataract Falls via Azalea Hill Trail,HARD,8,"Mount Tamalpais Watershed
"
#4497,Orcutt Ranch Horticulture Center Trail,EASY,13,"Orcutt Ranch Horticultural Center Park
"
#4498,Griffith Observatory Peak Trail,MODERATE,9,"Griffith Park
"
#4499,Freedom Crest Trail,MODERATE,21,"Aldergate Park
"
#4500,Champagne Pass Viewpoint via Noble Canyon and Indian Creek Trail,MODERATE,13,"Cleveland National Forest
"
#4501,Lopez Canyon Trail,EASY,23,"Los Penasquitos Canyon Preserve
"
#4502,Snow Creek to San Jacinto Peak to Tram,HARD,11,"San Jacinto Wilderness
"
#4503,"Mount Wittenberg, Sky, Old Pine and Bear Valley Trail Loop",MODERATE,11,"Phillip Burton Wilderness Area
"
#4504,Quail Mountain Trail,HARD,6,"Joshua Tree National Park
"
#4505,Donner Lake Bike Loop,MODERATE,21,"Donner Memorial State Park
"
#4506,Wonderland Wash,MODERATE,13,"Joshua Tree National Park
"
#4507,Creekside Trail to Canyon Trail to Ridge Trail Loop,MODERATE,21,"Shiloh Ranch Regional Park
"
#4508,Gold Bluffs Beach Campground,EASY,11,"Prairie Creek Redwoods State Park
"
#4509,Hanna Flat to Grays Peak,MODERATE,11,"San Bernardino National Forest
"
#4510,Razorback Ridge Trail,MODERATE,11,"Windy Hill Open Space
"
#4511,"Baldwin, Enchanted, Eucalyptus, Twin Oaks, Wilder Ridge, Baldwin Loop",MODERATE,17,"Wilder Ranch State Park
"
#4512,Hidden Springs Trail,MODERATE,10,"Humboldt Redwoods State Park
"
#4513,Bear Valley to Sculptured Beach and Sky Camp,MODERATE,11,"Phillip Burton Wilderness Area
"
#4514,PCT: CA Section I - Tuolumne Meadow to Sonora Pass,HARD,2,"Yosemite National Park
"
#4515,Newell Open Space Preserve,MODERATE,20,"Newell Open Space Preserve
"
#4516,Skyline Trail and Skinsuit Trail Loop,MODERATE,14,"Cleveland National Forest
"
#4517,Dust Devil Nature Trail,EASY,12,"Del Mar, California
"
#4518,Sea to Sky to Russian Gulch to Raptor Ridge Loop,MODERATE,12,"Jenner Headlands Preserve
"
#4519,Donner Pass Lakes & Boreal Ridge Loop,MODERATE,10,"Tahoe National Forest
"
#4520,Hidden Valley Overlook,EASY,13,"Santa Monica Mountains National Recreation Area
"
#4521,Reflection Lake Trail,EASY,7,"Lassen Volcanic National Park
"
#4522,Stewart Canyon: Magic Mountain via Pratt Trail,MODERATE,16,"Ojai, California
"
#4523,Lake Hughes Truck Trail,MODERATE,14,"Angeles National Forest
"
#4524,Zuma Beach Walk,EASY,5,"Malibu Equestrian Park
"
#4525,Cloverdale Loop,MODERATE,13,"Horsetown Clear Creek Preserve
"
#4526,Lower Highland Lake Loop,MODERATE,6,"Stanislaus National Forest
"
#4527,Ramage Peak Trail,HARD,12,"Las Trampas Regional Park
"
#4528,Barbara Springs Trail,EASY,7,"Blithedale Summit Open Space Preserve
"
#4529,Salinas River Walk,EASY,43,"Lawrence Moore Park
"
#4530,Hidden Lakes Park Loop,EASY,20,"Hidden Lakes Park
"
#4531,Beacon Hill Loop Trail,MODERATE,21,"Griffith Park
"
#4532,Hickory Oak Ridge Trail Loop,EASY,9,"Long Ridge Open Space Preserve
"
#4533,Eagle Pass Ridge,EASY,18,"Los Padres National Forest
"
#4534,"Loon Lake, Lake Winifred, Buck Island Lake, Rockbound Lake, Rubicon Reservoir",MODERATE,4,"El Dorado National Forest
"
#4535,Kirkwood Lake Loop,EASY,8,"El Dorado National Forest
"
#4536,Six Bridges Trail to Ben Ries Campground,EASY,6,"Butano State Park
"
#4537,Traveler's Home Trail,MODERATE,2,"Mendocino National Forest
"
#4538,Feather River Trail Upper Section,MODERATE,6,"Oroville, California
"
#4539,Laurel Loop Trail,EASY,19,"Kennedy Grove Regional Recreation Area
"
#4540,Chittenden Lake,HARD,2,"Sierra National Forest
"
#4541,Palo Corona Trail,EASY,9,"Carmel River State Beach
"
#4542,Upper and Lower Tilley Loop,MODERATE,17,"Rockville Hills Regional Park
"
#4543,"Bommer Ridge, Laurel Canyon and Laguna Ridge Trail Loop",HARD,9,"Laguna Coast Wilderness Park
"
#4544,Old Tree Trail,EASY,14,"Portola Redwoods State Park
"
#4545,Patrick's Point Exploration Loop,MODERATE,12,"Patrick's Point State Park
"
#4546,Martial Cottle Park Loop,EASY,20,"Martial Cottle Park
"
#4547,Long Canyon Trail to Lang Ridge Loop,MODERATE,10,"Lang Ranch Open Space
"
#4548,Laughlin Loop Trail,MODERATE,18,"Brushy Peak Regional Preserve
"
#4549,Painted Rock Loop Trail,MODERATE,12,"Tahoe National Forest
"
#4550,Hunters Trail,HARD,6,"El Dorado National Forest
"
#4551,Hidden Spring Trail,MODERATE,3,"Mecca Hills Wilderness
"
#4552,Liebre Mountain via Pacific Crest Trail,MODERATE,10,"Lake Hughes, California
"
#4553,Sunset Trail to Big Laguna Trail Loop,MODERATE,7,"Cleveland National Forest
"
#4554,Clover Springs Preserve Trail,MODERATE,21,"Clover Springs Preserve
"
#4555,Goodspeed Trail (Short Option),MODERATE,12,"Sugarloaf Ridge State Park
"
#4556,Pico Canyon Park,EASY,20,"Pico Canyon Park
"
#4557,PCT: South Fork Kern River Section,MODERATE,3,"Sequoia National Forest
"
#4558,Elk Grove Creek Trail to Laguna Creek,EASY,30,"Elk Grove, California
"
#4559,Sugarloaf Ridge Vista Trail,MODERATE,11,"Sugarloaf Ridge State Park
"
#4560,Twin Lake and Meadow Lake Trail,EASY,8,"Markleeville, California
"
#4561,Pescadero Trail,MODERATE,10,"Pelican Cove Park
"
#4562,Telegraph Canyon and Raptor Ridge,MODERATE,3,"Chino Hills State Park
"
#4563,Twisted Forest Trail Loop,EASY,6,"The Forest of Nisene Marks State Park
"
#4564,Old Saint Hilarys and Uplands Preserve,MODERATE,13,"Tiburon Uplands Nature Preserve
"
#4565,Horse Bridge,MODERATE,6,"Los Padres National Forest
"
#4566,The Rock Trail in Anaheim Hills,EASY,9,"Santiago Oaks Regional Park
"
#4567,Fish Canyon to Fish Canyon Narrows and Cienaga Campground,MODERATE,18,"Angeles National Forest
"
#4568,Spicer Reservoir Trail,MODERATE,6,"Arnold, California
"
#4569,Edison Trail to Whiting Ranch,MODERATE,9,"Whiting Ranch Wilderness Park
"
#4570,Roberts Ridge and Graham Trail Loop,EASY,16,"Redwood Regional Park
"
#4571,Haypress Creek Trail,MODERATE,3,"Tahoe National Forest
"
#4572,Mare Island San Pablo Bay Trail,EASY,16,"San Pablo Bay Wildlife Area
"
#4573,Jack Creek Meadow,EASY,18,"Daley Ranch
"
#4574,Darrington Trail to Peninsula,MODERATE,11,"Folsom Lake State Recreation Area
"
#4575,Lover's Camp to Sky High and Shadow Lakes,HARD,5,"Marble Mountain Wilderness
"
#4576,Tee Pee Trail,EASY,11,"San Gabriel Mountains National Monument
"
#4577,"Oak Manor, Smith Ridge, Sunrise and Old Railroad Grade Loop",MODERATE,13,"Loma Alta Open Space Preserve
"
#4578,Manzanita County Park Trails,MODERATE,19,"Manzanita Regional Park
"
#4579,Gabrielino Trail from Redbox to Devore Trail Camp,HARD,10,"Angeles National Forest
"
#4580,Blinn Ranch and Santa Margarita Trail,EASY,16,"Santa Margarita Lake Recreation & Natural Area
"
#4581,Spanish Bay Trail,EASY,7,"Moss Beach
"
#4582,Descanso Gardens Inner Loop,EASY,10,"Descanso Gardens
"
#4583,"Boomer Ridge, Moro Ridge, Mach One and No Name Ridge Loop",MODERATE,6,"Crystal Cove State Park
"
#4584,Lake Spaulding via Pioneer Trail from Bowman Road,MODERATE,12,"Tahoe National Forest
"
#4585,Trimmer Springs OHV Road,EASY,8,"Sierra National Forest
"
#4586,Monument Hill via Vernal Pool Trail,MODERATE,10,"Santa Rosa Plateau Ecological Reserve
"
#4587,Swamp Lake OHV Trail,HARD,7,"Sierra National Forest
"
#4588,Brazil Ranch Trail,MODERATE,8,"Carmel, California
"
#4589,San Dimas Canyon Park Trail,EASY,26,"San Dimas Canyon Community Regional Park
"
#4590,Shoreline Stroll Trail,EASY,12,"Monterey, California
"
#4591,Portola Point Trail,EASY,11,"Morro Bay State Park
"
#4592,Upper Descanso Creek Trail to Oakzanita Peak and East Mesa Fire Road Loop,MODERATE,8,"Cuyamaca Rancho State Park
"
#4593,Albertson Motorway,MODERATE,13,"Lang Ranch Open Space
"
#4594,Arnot Creek,MODERATE,4,"Stanislaus National Forest
"
#4595,Chabot to Las Trampas via Ramage Peak,HARD,16,"East Bay Municipal Utility District Lands (EBMUD)
"
